ID	Genome_coverage	Sequencing_depth	Lineage	Sublineage	BioPrject
ERR760921	 0.983038 	 157.59	LINEAGE4	lineage4.1.2.1	PRJEB7669
ERR760922	 0.982959 	 126.289	LINEAGE4	lineage4.1.2.1	PRJEB7669
ERR760923	 0.983509 	 177.923	LINEAGE4	lineage4.1.2.1	PRJEB7669
ERR760924	 0.986478 	 123.433	LINEAGE4	lineage4.1.2.1	PRJEB7669
ERR760925	 0.984373 	 72.1398	LINEAGE4	lineage4.1.2.1	PRJEB7669
ERR760926	 0.983507 	 194.554	LINEAGE4	lineage4.1.2.1	PRJEB7669
ERR760927	 0.983201 	 130.693	LINEAGE4	lineage4.1.2.1	PRJEB7669
ERR762352	 0.983471 	 183.323	LINEAGE4	lineage4.1.2.1	PRJEB7669
ERR762353	 0.984615 	 167.128	LINEAGE4	lineage4.1.2.1	PRJEB7669
ERR767957	 0.986126 	 127.883	LINEAGE4	lineage4.4.2	PRJEB7056
ERR767958	 0.98565 	 110.719	LINEAGE1	lineage1.2.2	PRJEB7056
ERR767959	 0.97751 	 131.72	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767960	 0.982444 	 138.088	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767961	 0.988439 	 136.539	LINEAGE4	lineage4.4.2	PRJEB7056
ERR767962	 0.982848 	 130.213	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767963	 0.984596 	 127.983	LINEAGE1	lineage1.1.2	PRJEB7056
ERR767964	 0.984595 	 117.105	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767965	 0.982956 	 104.76	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767966	 0.983199 	 93.7117	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767967	 0.982885 	 92.6628	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767968	 0.980666 	 98.287	LINEAGE1	lineage1.1.3	PRJEB7056
ERR767969	 0.981182 	 101.117	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767970	 0.981286 	 98.7494	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767971	 0.984932 	 100.594	LINEAGE1	lineage1.2.1	PRJEB7056
ERR767972	 0.98383 	 68.2088	LINEAGE4	lineage4.5	PRJEB7056
ERR767973	 0.981417 	 102.302	LINEAGE2	lineage2.2.1.1	PRJEB7056
ERR767974	 0.981678 	 104.243	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767975	 0.98252 	 96.315	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767976	 0.983537 	 100.963	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767977	 0.982756 	 105.861	LINEAGE1	lineage1.1.3	PRJEB7056
ERR767978	 0.980867 	 106.214	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767979	 0.983238 	 103.839	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767980	 0.983111 	 102.897	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767981	 0.980661 	 103.69	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767982	 0.982118 	 95.4241	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767983	 0.981916 	 91.4483	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767984	 0.980077 	 107.989	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767985	 0.983058 	 101.125	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767986	 0.982861 	 101.819	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767987	 0.982218 	 89.4778	LINEAGE1	lineage1.1.1.1	PRJEB7056
ERR767988	 0.981531 	 101.519	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767989	 0.981812 	 112.666	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767990	 0.981371 	 94.7072	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767991	 0.983359 	 94.6112	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767992	 0.987705 	 96.8562	LINEAGE4	lineage4.4.2	PRJEB7056
ERR767993	 0.981527 	 61.4516	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767994	 0.982046 	 95.9489	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767995	 0.983133 	 99.1623	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767996	 0.980062 	 105.529	LINEAGE2	lineage2.2.1	PRJEB7056
ERR767997	 0.983451 	 108.321	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767998	 0.982959 	 103.92	LINEAGE1	lineage1.1.1	PRJEB7056
ERR767999	 0.983517 	 97.8849	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768000	 0.98553 	 95.5965	LINEAGE1	lineage1.2.1	PRJEB7056
ERR768001	 0.98415 	 94.7992	LINEAGE1	lineage1.x.x.x	PRJEB7056
ERR768002	 0.981985 	 90.5298	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768003	 0.986755 	 97.8092	LINEAGE1	lineage1.2.1	PRJEB7056
ERR768004	 0.979979 	 93.9842	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768005	 0.982268 	 104.394	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768006	 0.983228 	 95.4602	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768007	 0.981061 	 97.3218	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768008	 0.983289 	 101.812	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768009	 0.986489 	 109.028	LINEAGE4	lineage4.5	PRJEB7056
ERR768010	 0.983586 	 104.934	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768011	 0.98628 	 95.0765	LINEAGE1	lineage1.2.1	PRJEB7056
ERR768012	 0.984059 	 30.8425	LINEAGE4	lineage4.4.2	PRJEB7056
ERR768013	 0.982509 	 103.404	LINEAGE1	lineage1.1.1.1	PRJEB7056
ERR768014	 0.981241 	 101.164	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768015	 0.988115 	 104.633	LINEAGE4	lineage4.5	PRJEB7056
ERR768016	 0.983005 	 99.0677	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768017	 0.982286 	 99.444	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768018	 0.984864 	 101.896	LINEAGE1	lineage1.2.1	PRJEB7056
ERR768019	 0.985291 	 94.1325	LINEAGE1	lineage1.1.2	PRJEB7056
ERR768020	 0.981627 	 101.5	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768021	 0.982566 	 125.356	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768022	 0.985851 	 110.485	LINEAGE4	lineage4.4.2	PRJEB7056
ERR768023	 0.981698 	 124.416	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768024	 0.981117 	 113.134	LINEAGE1	lineage1.1.3	PRJEB7056
ERR768025	 0.982721 	 105.566	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768026	 0.982179 	 107.799	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768027	 0.989226 	 101.054	LINEAGE4	lineage4.5	PRJEB7056
ERR768028	 0.980986 	 103.081	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768029	 0.98165 	 125.937	LINEAGE2	lineage2.2.1.1	PRJEB7056
ERR768030	 0.98343 	 124.542	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768031	 0.981249 	 117.678	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768032	 0.978721 	 116.472	LINEAGE2	lineage2.1	PRJEB7056
ERR768033	 0.983012 	 96.9375	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768034	 0.979811 	 111.621	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768035	 0.982832 	 91.3982	LINEAGE1	lineage1.1.1.1	PRJEB7056
ERR768036	 0.980107 	 108.57	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768037	 0.983176 	 127.957	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768038	 0.984523 	 103.001	LINEAGE1	lineage1.x.x.x	PRJEB7056
ERR768039	 0.982731 	 107.533	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768040	 0.981684 	 103.018	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768041	 0.983886 	 91.7232	LINEAGE1	lineage1.2.1	PRJEB7056
ERR768042	 0.982054 	 108.869	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768043	 0.981833 	 99.1296	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768044	 0.986331 	 104.712	LINEAGE4	lineage4.5	PRJEB7056
ERR768045	 0.981727 	 138.01	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768046	 0.980751 	 121.954	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768047	 0.981624 	 127.452	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768048	 0.981568 	 116.681	LINEAGE2	lineage2.2.1	PRJEB7056
ERR768049	 0.98084 	 98.4487	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768050	 0.983245 	 108.806	LINEAGE1	lineage1.1.1	PRJEB7056
ERR768051	 0.981921 	 100.464	LINEAGE2	lineage2.2.1	PRJEB7056
ERR772254	 0.988951 	 187.905	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772255	 0.984564 	 26.8878	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772256	 0.98651 	 58.964	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772257	 0.987928 	 95.2044	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772258	 0.988401 	 102.97	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772259	 0.990037 	 362.935	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772260	 0.988893 	 231.248	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772261	 0.988314 	 163.752	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772262	 0.990645 	 473.242	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772263	 0.990325 	 346.018	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772264	 0.98799 	 143.906	LINEAGE4	lineage4.3.2	PRJEB8689
ERR772265	 0.988542 	 131.389	LINEAGE4	lineage4.3.2	PRJEB8689
ERR773784	 0.984992 	 112.623	LINEAGE4	lineage4.4.1.1	PRJEB2794
ERR773785	 0.976194 	 77.7928	LINEAGE4	lineage4.3.4.2.1	PRJEB2794
ERR773786	 0.984802 	 73.8946	LINEAGE3	lineage3.1.1	PRJEB2794
ERR773787	 0.98308 	 73.507	LINEAGE4	lineage4.7	PRJEB2794
ERR773788	 0.985778 	 73.9284	LINEAGE4	lineage4.1.2	PRJEB2794
ERR773789	 0.983214 	 73.8665	LINEAGE1	lineage1.1.3	PRJEB2794
ERR773790	 0.98677 	 77.6228	LINEAGE3	lineage3.x.x.x	PRJEB2794
ERR773791	 0.976353 	 70.5357	LINEAGE4	lineage4.3.4.2.1	PRJEB2794
ERR773792	 0.980998 	 79.9973	LINEAGE2	lineage2.2.1	PRJEB2794
ERR773793	 0.983063 	 74.6428	LINEAGE1	lineage1.1.3	PRJEB2794
ERR773794	 0.976389 	 76.4657	LINEAGE4	lineage4.3.4.2.1	PRJEB2794
ERR773795	 0.975425 	 67.0016	LINEAGE4	lineage4.3.4.2	PRJEB2794
ERR773796	 0.97553 	 71.9197	LINEAGE4	lineage4.3.4.2.1	PRJEB2794
ERR773797	 0.974359 	 71.1435	LINEAGE4	lineage4.3.4.2.1	PRJEB2794
ERR773798	 0.975857 	 83.0741	LINEAGE4	lineage4.3.4.2.1	PRJEB2794
ERR773799	 0.984563 	 71.9701	LINEAGE1	lineage1.1.2	PRJEB2794
ERR773800	 0.983288 	 76.9631	LINEAGE1	lineage1.1.3	PRJEB2794
ERR773801	 0.974214 	 80.0503	LINEAGE4	lineage4.3.4.1	PRJEB2794
ERR773802	 0.982451 	 77.5214	LINEAGE1	lineage1.2.2	PRJEB2794
ERR773803	 0.97416 	 83.9773	LINEAGE4	lineage4.3.4.1	PRJEB2794
ERR773805	 0.975847 	 75.5352	LINEAGE4	lineage4.3.4.2.1	PRJEB2794
ERR773806	 0.974495 	 18.1306	LINEAGE2	lineage2.2.1	PRJEB2794
ERR773807	 0.98017 	 72.1088	LINEAGE2	lineage2.2.1	PRJEB2794
ERR773808	 0.976086 	 74.5927	LINEAGE4	lineage4.3.4.1	PRJEB2794
ERR773809	 0.986355 	 87.0701	LINEAGE4	lineage4.1.2	PRJEB2794
ERR775293	 0.984691 	 110.2	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775294	 0.98511 	 110.447	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775295	 0.984461 	 121.129	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775296	 0.984909 	 110.791	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775297	 0.986663 	 103.261	LINEAGE1	lineage1.2.1	PRJEB5280
ERR775298	 0.985411 	 118.003	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775299	 0.98474 	 116.281	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775300	 0.983337 	 104.344	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775301	 0.982161 	 85.9295	LINEAGE4	lineage4.8	PRJEB5280
ERR775302	 0.984487 	 83.6912	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775303	 0.984482 	 82.0038	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775304	 0.982601 	 93.7218	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775305	 0.984625 	 92.5755	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775306	 0.989862 	 102.934	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775307	 0.984254 	 35.1133	LINEAGE4	lineage4.9.x.x	PRJEB5280
ERR775309	 0.983888 	 93.2933	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775310	 0.984876 	 81.8738	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775311	 0.984577 	 85.2588	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775312	 0.98672 	 99.8481	LINEAGE4	lineage4.1.1.3	PRJEB5280
ERR775313	 0.987418 	 106.517	LINEAGE4	lineage4.9.x.x	PRJEB5280
ERR775314	 0.984826 	 107.498	LINEAGE4	lineage4.1.1.3	PRJEB5280
ERR775315	 0.983959 	 102.523	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775316	 0.985642 	 97.0376	LINEAGE4	lineage4.3.2	PRJEB5280
ERR775317	 0.983449 	 72.2249	LINEAGE4	lineage4.3.2	PRJEB5280
ERR775318	 0.984184 	 78.8954	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775319	 0.986653 	 85.7272	LINEAGE4	lineage4.9.x.x	PRJEB5280
ERR775320	 0.986929 	 82.0532	LINEAGE4	lineage4.4.2	PRJEB5280
ERR775321	 0.986201 	 88.0388	LINEAGE4	lineage4.9.x.x	PRJEB5280
ERR775322	 0.986866 	 77.7782	LINEAGE4	lineage4.1.1	PRJEB5280
ERR775323	 0.969641 	 24.2493	LINEAGEBOV		PRJEB5280
ERR775324	 0.985596 	 60.2075	LINEAGE4	lineage4.9.x.x	PRJEB5280
ERR775325	 0.983516 	 73.6002	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775326	 0.984653 	 86.3021	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775328	 0.983528 	 88.139	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775329	 0.97918 	 86.468	LINEAGE4	lineage4.3.4.1	PRJEB5280
ERR775330	 0.976994 	 82.258	LINEAGE4	lineage4.3.4.2	PRJEB5280
ERR775331	 0.983422 	 83.4194	LINEAGE4	lineage4.3.2	PRJEB5280
ERR775332	 0.98404 	 83.7763	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775333	 0.984519 	 83.4371	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775334	 0.984422 	 74.3093	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775335	 0.984641 	 84.2403	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775336	 0.984429 	 80.0039	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775337	 0.983954 	 88.729	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775338	 0.983983 	 86.7526	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775339	 0.984574 	 80.7564	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775340	 0.977155 	 84.8504	LINEAGE4	lineage4.3.4.2	PRJEB5280
ERR775341	 0.985013 	 86.2824	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775342	 0.976624 	 77.5994	LINEAGE4	lineage4.3.4.2	PRJEB5280
ERR775343	 0.986891 	 82.5912	LINEAGE4	lineage4.1.1.3	PRJEB5280
ERR775344	 0.985562 	 78.4565	LINEAGE4	lineage4.9.x.x	PRJEB5280
ERR775345	 0.984142 	 83.2638	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775346	 0.981228 	 84.3815	LINEAGE2	lineage2.2.1	PRJEB5280
ERR775347	 0.980784 	 73.3657	LINEAGE2	lineage2.2.1	PRJEB5280
ERR775348	 0.977214 	 79.173	LINEAGE4	lineage4.3.4.2	PRJEB5280
ERR775349	 0.982935 	 91.3118	LINEAGE4	lineage4.1.2	PRJEB5280
ERR775350	 0.976542 	 77.4175	LINEAGE4	lineage4.3.4.2	PRJEB5280
ERR775351	 0.976857 	 85.1748	LINEAGE4	lineage4.3.4.2	PRJEB5280
ERR775352	 0.98523 	 82.7312	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775353	 0.976944 	 93.2484	LINEAGE4	lineage4.3.4.2	PRJEB5280
ERR775354	 0.984232 	 90.2832	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775355	 0.984196 	 84.8759	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775356	 0.985246 	 85.3303	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775357	 0.984454 	 88.6829	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775358	 0.983629 	 84.0117	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775359	 0.985257 	 95.1313	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775360	 0.984549 	 88.9679	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775361	 0.984079 	 88.2713	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775362	 0.986823 	 87.1413	LINEAGE4	lineage4.9.x.x	PRJEB5280
ERR775363	 0.988387 	 91.1459	LINEAGE4	lineage4.1.2	PRJEB5280
ERR775364	 0.985939 	 85.7164	LINEAGE4	lineage4.9.x.x	PRJEB5280
ERR775365	 0.984575 	 101.967	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775366	 0.984956 	 98.4118	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775367	 0.983454 	 110.649	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775368	 0.985054 	 114.332	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775369	 0.984859 	 121.781	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775370	 0.981162 	 111.152	LINEAGE2	lineage2.2.1	PRJEB5280
ERR775371	 0.977078 	 102.866	LINEAGE4	lineage4.3.4.2	PRJEB5280
ERR775372	 0.984468 	 108.564	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775373	 0.979748 	 88.4072	LINEAGE2	lineage2.2.1	PRJEB5280
ERR775374	 0.984474 	 93.2559	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775375	 0.982074 	 96.2825	LINEAGE2	lineage2.2.1	PRJEB5280
ERR775376	 0.984743 	 98.2052	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775377	 0.986861 	 87.5739	LINEAGE4	lineage4.1.1	PRJEB5280
ERR775378	 0.98181 	 99.081	LINEAGE2	lineage2.2.1	PRJEB5280
ERR775379	 0.986941 	 85.7258	LINEAGE4	lineage4.1.1.3	PRJEB5280
ERR775380	 0.98658 	 101.988	LINEAGE4	lineage4.9.x.x	PRJEB5280
ERR775381	 0.981665 	 98.0898	LINEAGE2	lineage2.2.1	PRJEB5280
ERR775382	 0.98186 	 89.1682	LINEAGE2	lineage2.2.1	PRJEB5280
ERR775383	 0.983535 	 84.9134	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775384	 0.9847 	 86.0664	LINEAGE4	lineage4.1	PRJEB5280
ERR775385	 0.985809 	 90.1398	LINEAGE4	lineage4.1.1.3	PRJEB5280
ERR775386	 0.984627 	 95.4168	LINEAGE4	lineage4.1.2.1	PRJEB5280
ERR775387	 0.976662 	 90.4162	LINEAGE4	lineage4.3.4.2	PRJEB5280
ERR775388	 0.983733 	 125.349	LINEAGE4	lineage4.3.3	PRJEB5280
ERR775389	 0.986993 	 125.921	LINEAGE4	lineage4.9.x.x	PRJEB5280
ERR775753	 0.983099 	 181.535	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775754	 0.983802 	 146.988	LINEAGE1	lineage1.1.3	PRJEB7056
ERR775755	 0.985948 	 147.876	LINEAGE4	lineage4.5	PRJEB7056
ERR775756	 0.981498 	 127.301	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775757	 0.979915 	 148.972	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775758	 0.983992 	 136.791	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775759	 0.983603 	 132.151	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775760	 0.982293 	 126.57	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775761	 0.981488 	 136.35	LINEAGE2	lineage2.1	PRJEB7056
ERR775762	 0.988474 	 114.727	LINEAGE1	lineage1.2.1	PRJEB7056
ERR775763	 0.979911 	 125.275	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775764	 0.981197 	 126.412	LINEAGE2	lineage2.2.1.1	PRJEB7056
ERR775765	 0.983166 	 118.981	LINEAGE1	lineage1.1.3	PRJEB7056
ERR775766	 0.981907 	 132.493	LINEAGE2	lineage2.1	PRJEB7056
ERR775767	 0.981727 	 134.715	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775768	 0.981071 	 115.274	LINEAGE1	lineage1.1.3	PRJEB7056
ERR775769	 0.981928 	 102.41	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775770	 0.985063 	 109.504	LINEAGE1	lineage1.x.x.x	PRJEB7056
ERR775771	 0.980297 	 115.724	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775772	 0.981175 	 119.255	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775773	 0.980511 	 110.079	LINEAGE2	lineage2.1	PRJEB7056
ERR775774	 0.987908 	 114.608	LINEAGE4	lineage4.5	PRJEB7056
ERR775775	 0.979072 	 114.272	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775776	 0.986514 	 113.224	LINEAGE4	lineage4.5	PRJEB7056
ERR775777	 0.986477 	 102.772	LINEAGE4	lineage4.5	PRJEB7056
ERR775778	 0.983143 	 113.018	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775779	 0.983034 	 115.177	LINEAGE1	lineage1.x.x.x	PRJEB7056
ERR775780	 0.983626 	 108.454	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775781	 0.981941 	 106.698	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775782	 0.987173 	 121.616	LINEAGE1	lineage1.2.1	PRJEB7056
ERR775783	 0.98339 	 121.835	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775784	 0.981713 	 124.025	LINEAGE2	lineage2.1	PRJEB7056
ERR775785	 0.983829 	 108.394	LINEAGE3	lineage3.x.x.x	PRJEB7056
ERR775786	 0.986861 	 119.628	LINEAGE1	lineage1.2.2	PRJEB7056
ERR775787	 0.981183 	 117.009	LINEAGE2	lineage2.1	PRJEB7056
ERR775788	 0.982366 	 128.066	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775789	 0.982289 	 135.476	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775790	 0.981715 	 120.074	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775791	 0.980856 	 137.227	LINEAGE2	lineage2.1	PRJEB7056
ERR775792	 0.984916 	 121.717	LINEAGE1	lineage1.x.x.x	PRJEB7056
ERR775793	 0.980663 	 111.568	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775794	 0.981778 	 123.475	LINEAGE2	lineage2.1	PRJEB7056
ERR775795	 0.983218 	 117.911	LINEAGE1	lineage1.1.3	PRJEB7056
ERR775796	 0.982547 	 120.546	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775797	 0.982785 	 115.115	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775798	 0.983937 	 116.057	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775799	 0.982473 	 131.931	LINEAGE2	lineage2.2.1	PRJEB7056
ERR775800	 0.984645 	 128.798	LINEAGE1	lineage1.x.x.x	PRJEB7056
ERR775801	 0.967385 	 11.3733	LINEAGE1	lineage1.x.x.x	PRJEB7056
ERR775802	 0.975877 	 16.488	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775803	 0.981025 	 47.8879	LINEAGE1	lineage1.1.1	PRJEB7056
ERR775804	 0.977005 	 12.6212	LINEAGE4	lineage4.5	PRJEB7056
ERR775805	 0.983848 	 35.6314	LINEAGE1	lineage1.2.1	PRJEB7056
ERR775806	 0.980378 	 13.875	LINEAGE4	lineage4.4.2	PRJEB7056
ERR775807	 0.983529 	 22.6858	LINEAGE4	lineage4.5	PRJEB7056
ERR776452	 0.986161 	 140.242	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776453	 0.985301 	 100.438	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776454	 0.986585 	 156.731	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776455	 0.986153 	 148.001	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776456	 0.985934 	 129.816	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776457	 0.986721 	 192.599	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776458	 0.986067 	 132.342	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776459	 0.986203 	 142.242	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776460	 0.986248 	 174.038	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776461	 0.986447 	 203.337	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776462	 0.986504 	 191.21	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776463	 0.986213 	 169.014	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776464	 0.986336 	 143.174	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776465	 0.986329 	 149.278	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776466	 0.986299 	 190.658	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776467	 0.986043 	 135.589	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776468	 0.985952 	 158.538	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776469	 0.986496 	 220.018	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776470	 0.986039 	 138.063	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776471	 0.986014 	 144.926	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776472	 0.986027 	 132.551	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776473	 0.986188 	 139.36	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776474	 0.986319 	 205.613	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776475	 0.986091 	 167.285	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776476	 0.986391 	 218.199	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776659	 0.986514 	 173.766	LINEAGE4	lineage4.3.2	PRJEB8689
ERR776660	 0.986098 	 124.155	LINEAGE4	lineage4.3.2	PRJEB8689
